neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Bedford-Stuyvesant,40.68336,-73.92144,Entire home/apt,250,2,6,2019-05-23,0.85,1,179
Manhattan,Roosevelt Island,40.76414,-73.949,Private room,175,4,3,2019-04-27,0.43,2,362
Manhattan,Washington Heights,40.85114,-73.93754,Private room,55,2,6,2019-06-30,2.07,2,169
Brooklyn,East Flatbush,40.63835,-73.94621,Entire home/apt,125,3,2,2019-05-10,0.61,1,170
Manhattan,Greenwich Village,40.72953,-73.99978,Entire home/apt,225,3,8,2019-05-19,1.11,1,357
Manhattan,Harlem,40.80646,-73.94829,Private room,45,4,19,2019-07-06,2.54,2,10
Brooklyn,Crown Heights,40.67424,-73.94098,Entire home/apt,137,2,21,2019-07-06,2.78,2,63
Brooklyn,Flatbush,40.64169,-73.95398,Entire home/apt,40,2,2,2019-07-01,2.0,1,57
Brooklyn,Sheepshead Bay,40.58723,-73.94305,Private room,59,6,15,2019-05-17,1.86,2,147
Manhattan,Upper West Side,40.79481,-73.96437,Private room,84,6,3,2019-03-31,0.37,1,6
Brooklyn,Coney Island,40.57729,-73.98728,Entire home/apt,101,5,2,2019-06-19,0.26,1,323
Queens,Glendale,40.70202,-73.89044,Entire home/apt,114,3,9,2019-06-04,1.53,1,3
Queens,Elmhurst,40.74278,-73.88069,Private room,63,2,2,2019-06-01,1.15,1,365
Manhattan,West Village,40.73646,-74.00761,Entire home/apt,165,1,6,2019-06-24,0.76,3,215
Brooklyn,Bedford-Stuyvesant,40.68135,-73.92122,Entire home/apt,125,3,10,2019-07-01,1.6,1,361
Queens,Jamaica,40.67903,-73.76535,Private room,83,2,2,2019-04-15,0.27,3,322
Brooklyn,East Flatbush,40.6614,-73.93867,Private room,110,2,3,2018-12-31,0.38,1,176
Manhattan,Chelsea,40.74741,-74.00213,Entire home/apt,250,7,4,2019-06-23,0.62,1,8
Queens,Astoria,40.76635,-73.90812,Entire home/apt,100,5,2,2019-06-11,0.32,1,40
Manhattan,East Village,40.72867,-73.98593,Entire home/apt,175,3,8,2019-05-25,1.21,1,66
Brooklyn,Williamsburg,40.71518,-73.95777,Entire home/apt,300,3,6,2019-06-05,0.85,1,128
Brooklyn,Williamsburg,40.71934,-73.96136,Entire home/apt,162,5,3,2019-06-04,0.51,1,5
Brooklyn,Dyker Heights,40.62827,-74.01078,Shared room,39,5,1,2019-06-01,0.77,2,89
Brooklyn,Prospect Heights,40.67817,-73.97152,Entire home/apt,200,3,1,2018-12-04,0.14,2,188
Queens,Ditmars Steinway,40.77689,-73.9073,Private room,60,1,3,2019-07-05,2.43,2,363
Queens,Jamaica,40.67748,-73.76376,Entire home/apt,100,1,12,2019-02-17,1.69,1,161
Brooklyn,Williamsburg,40.71201,-73.94967,Entire home/apt,94,6,4,2019-06-02,0.57,1,11
Brooklyn,Canarsie,40.63642,-73.89532,Private room,50,1,6,2019-05-24,0.77,2,281
Brooklyn,Williamsburg,40.71545,-73.96344,Entire home/apt,300,4,2,2019-04-24,0.32,1,28
Manhattan,Harlem,40.82528,-73.95313,Private room,215,2,3,2019-05-06,0.42,3,91
Manhattan,Greenwich Village,40.72878,-74.0016,Entire home/apt,165,7,2,2019-04-22,0.28,1,1
Queens,Jackson Heights,40.75355,-73.89221,Entire home/apt,170,2,10,2019-06-28,1.55,1,346
Brooklyn,Flatbush,40.65092,-73.9632,Entire home/apt,120,3,2,2019-05-04,0.61,1,31
Brooklyn,Bedford-Stuyvesant,40.67961,-73.92461,Entire home/apt,120,3,11,2019-06-30,1.47,3,71
Brooklyn,Williamsburg,40.70469,-73.93878,Private room,135,1,14,2019-06-30,1.98,1,355
Brooklyn,Fort Greene,40.68701,-73.97457,Entire home/apt,150,3,16,2019-07-07,2.26,1,66
Queens,Ridgewood,40.71194,-73.91414,Entire home/apt,200,3,9,2019-06-22,1.19,1,273
Manhattan,Hell's Kitchen,40.76423,-73.98891,Private room,145,2,12,2019-06-06,1.59,1,37
Manhattan,Harlem,40.81022,-73.94547,Entire home/apt,132,2,18,2019-06-20,2.32,1,123
Manhattan,East Harlem,40.8055,-73.93653,Entire home/apt,250,1,7,2019-07-01,0.9,1,78
Queens,Ridgewood,40.70356,-73.90241,Private room,75,2,2,2019-05-20,0.32,1,52
Brooklyn,Bedford-Stuyvesant,40.68931,-73.94041,Entire home/apt,95,2,1,2018-12-25,0.15,1,8
Manhattan,Midtown,40.74563,-73.98342,Entire home/apt,300,1,14,2019-05-07,1.92,1,5
Brooklyn,Carroll Gardens,40.67948,-73.99531,Entire home/apt,147,6,14,2019-06-21,1.84,1,14
Manhattan,Hell's Kitchen,40.75922,-73.9969,Private room,105,1,10,2019-07-01,1.28,1,191
Brooklyn,Greenpoint,40.73039,-73.95434,Entire home/apt,270,7,2,2019-04-15,0.32,1,20
Brooklyn,Greenpoint,40.73123,-73.95664,Private room,80,5,1,2018-12-29,0.16,1,22
Brooklyn,Greenpoint,40.72744,-73.94673,Entire home/apt,195,3,12,2019-06-25,1.71,1,112
Brooklyn,Williamsburg,40.71365,-73.93838,Entire home/apt,150,4,2,2019-01-01,0.25,1,1
Manhattan,Harlem,40.82687,-73.94364,Entire home/apt,90,6,3,2019-05-08,0.46,2,108
Manhattan,Inwood,40.86268,-73.9238,Entire home/apt,200,2,22,2019-06-30,2.83,1,283
Brooklyn,Bedford-Stuyvesant,40.68515,-73.93255,Entire home/apt,64,2,7,2019-01-30,0.92,1,6
Brooklyn,Bedford-Stuyvesant,40.68012,-73.94795,Entire home/apt,200,3,1,2019-05-27,0.68,1,11
Brooklyn,Williamsburg,40.71101,-73.93613,Private room,105,2,2,2018-12-09,0.28,2,148
Queens,Forest Hills,40.72104,-73.85391,Private room,89,2,13,2019-06-30,1.73,2,24
Manhattan,Midtown,40.75652,-73.96859,Private room,100,2,8,2019-05-05,1.09,1,6
Brooklyn,Fort Greene,40.69306,-73.97084,Private room,80,2,14,2019-04-20,1.86,1,189
Queens,Astoria,40.77403,-73.92213,Entire home/apt,299,2,9,2019-06-20,1.6,1,354
Bronx,Pelham Bay,40.84391,-73.83171,Entire home/apt,99,2,8,2019-01-01,1.05,1,360
Queens,Woodhaven,40.68706,-73.8645,Private room,45,2,3,2019-06-07,1.5,1,47
Manhattan,Washington Heights,40.83175,-73.94052,Private room,50,2,9,2019-07-03,1.45,1,170
Manhattan,Harlem,40.81662,-73.93687,Entire home/apt,75,1,10,2019-06-30,1.42,1,361
Brooklyn,DUMBO,40.70321,-73.98488,Entire home/apt,150,3,3,2019-03-21,0.4,1,7
Manhattan,Midtown,40.76477,-73.97592,Entire home/apt,199,3,7,2019-06-18,1.59,3,358
Queens,Forest Hills,40.73134,-73.8521,Entire home/apt,175,2,6,2019-06-30,0.93,1,168
Manhattan,Greenwich Village,40.72893,-73.99512,Entire home/apt,89,2,22,2019-07-05,2.83,1,11
Brooklyn,Williamsburg,40.7213,-73.95677,Entire home/apt,210,4,3,2019-06-02,0.44,1,4
Brooklyn,Williamsburg,40.70136,-73.94423,Private room,65,2,3,2019-02-28,0.59,1,89
Brooklyn,Bushwick,40.69869,-73.9124,Entire home/apt,82,3,3,2019-04-07,0.42,1,26
Manhattan,East Harlem,40.8074,-73.93711,Entire home/apt,180,1,17,2019-07-02,2.38,1,334
Brooklyn,Bedford-Stuyvesant,40.68064,-73.94856,Entire home/apt,125,3,16,2019-06-22,2.21,1,4
Queens,Forest Hills,40.71694,-73.83442,Private room,100,2,3,2019-05-07,0.42,1,161
Brooklyn,Bushwick,40.70113,-73.92893,Private room,45,3,4,2019-02-16,0.56,3,276
Brooklyn,Fort Greene,40.68946,-73.97279,Entire home/apt,270,3,1,2018-12-08,0.14,1,125
Manhattan,Hell's Kitchen,40.76356,-73.98772,Entire home/apt,241,3,8,2019-07-05,1.06,2,23
Bronx,Norwood,40.87064,-73.8797,Private room,60,1,9,2019-01-15,1.19,2,310
Brooklyn,Bedford-Stuyvesant,40.67773,-73.90865,Private room,40,2,4,2019-06-15,1.67,1,363
Brooklyn,Park Slope,40.67331,-73.97471,Entire home/apt,93,3,2,2019-06-23,0.46,1,5
Queens,St. Albans,40.70275,-73.75043,Private room,70,2,3,2019-04-07,0.4,2,105
Brooklyn,Bushwick,40.70183,-73.92028,Private room,50,1,1,2018-11-13,0.13,1,66
Manhattan,Greenwich Village,40.72863,-74.00125,Private room,43,5,3,2019-05-27,0.39,1,5
Brooklyn,Bedford-Stuyvesant,40.69122,-73.93753,Private room,65,2,17,2019-06-24,2.48,2,21
Brooklyn,Bedford-Stuyvesant,40.6916,-73.95483,Entire home/apt,135,2,5,2019-04-14,0.68,1,45
Queens,Jackson Heights,40.75068,-73.87739,Private room,80,2,5,2019-06-07,2.5,1,57
Brooklyn,Williamsburg,40.70245,-73.93603,Private room,75,1,4,2019-01-01,0.53,1,35
Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,200,4,2,2019-01-03,0.25,1,8
Manhattan,East Village,40.7288,-73.98058,Entire home/apt,200,2,6,2019-06-23,0.95,1,7
Brooklyn,Flatbush,40.64491,-73.9573,Private room,55,2,17,2019-04-28,2.31,2,142
Manhattan,Washington Heights,40.83901,-73.93802,Entire home/apt,199,2,18,2019-07-01,2.56,1,171
Manhattan,Upper East Side,40.77064,-73.95124,Entire home/apt,150,3,11,2019-06-22,1.56,1,49
Manhattan,Midtown,40.75638,-73.9675,Private room,100,3,6,2019-04-21,0.85,1,45
Brooklyn,Bedford-Stuyvesant,40.6887,-73.92742,Entire home/apt,150,5,3,2019-03-15,0.46,1,24
Queens,St. Albans,40.7008,-73.75121,Private room,70,2,3,2019-05-19,0.4,2,186
Queens,Ditmars Steinway,40.76992,-73.89719,Entire home/apt,62,5,3,2019-05-18,0.76,1,6
Brooklyn,Williamsburg,40.71837,-73.95882,Private room,99,2,9,2019-06-17,1.16,2,46
Brooklyn,Sheepshead Bay,40.58403,-73.95692,Entire home/apt,180,3,4,2019-06-09,0.63,3,156
Brooklyn,Sheepshead Bay,40.58496,-73.95739,Entire home/apt,250,3,4,2019-06-23,0.62,3,360
Staten Island,Tompkinsville,40.62917,-74.08619,Entire home/apt,120,3,15,2019-07-01,1.92,1,166
Manhattan,Hell's Kitchen,40.75551,-73.99236,Entire home/apt,300,4,8,2019-06-23,1.06,1,7
Manhattan,Harlem,40.82414,-73.93912,Private room,60,4,11,2019-06-18,1.53,2,161
Manhattan,East Village,40.72514,-73.98504,Entire home/apt,175,3,7,2019-03-30,0.9,1,110
Brooklyn,Windsor Terrace,40.65696,-73.97942,Entire home/apt,130,7,1,2019-06-27,1.0,1,11
Manhattan,Harlem,40.80945,-73.94183,Entire home/apt,175,3,1,2019-01-01,0.16,2,46
Brooklyn,East Flatbush,40.65129,-73.92696,Private room,35,1,10,2019-07-02,1.32,3,83
Brooklyn,Greenpoint,40.72051,-73.95464,Entire home/apt,103,3,3,2019-05-19,0.46,1,11
Brooklyn,Bedford-Stuyvesant,40.6871,-73.92449,Entire home/apt,125,3,20,2019-06-24,2.58,1,339
Brooklyn,Williamsburg,40.70903,-73.94416,Private room,60,2,14,2019-06-26,1.89,2,14
Manhattan,Harlem,40.81691,-73.94124,Private room,70,2,17,2019-06-29,2.44,1,27
Manhattan,Financial District,40.70815,-74.00513,Private room,115,2,4,2019-01-01,0.55,1,177
Brooklyn,DUMBO,40.7034,-73.98544,Entire home/apt,219,3,16,2019-06-26,2.5,1,332
Queens,Ditmars Steinway,40.77751,-73.90956,Private room,85,2,2,2019-05-31,0.29,2,278
Brooklyn,Bedford-Stuyvesant,40.68137,-73.95714,Private room,100,1,2,2018-12-29,0.26,1,311
Brooklyn,Bedford-Stuyvesant,40.6972,-73.93613,Private room,75,2,6,2019-06-14,0.86,1,84
Queens,St. Albans,40.69869,-73.749,Entire home/apt,250,3,4,2019-06-09,0.63,3,348
Brooklyn,Greenpoint,40.73561,-73.95873,Entire home/apt,150,3,3,2019-04-13,0.48,1,42
Manhattan,Chelsea,40.7507,-74.00261,Entire home/apt,170,3,6,2019-06-30,0.84,1,170
Queens,Flushing,40.76079,-73.83387,Private room,90,3,1,2019-01-06,0.16,2,90
Queens,Flushing,40.76068,-73.82233,Private room,66,2,19,2019-06-24,2.73,1,312
Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,2019-04-20,0.32,1,161
Queens,Briarwood,40.70742,-73.81345,Entire home/apt,55,1,11,2019-07-02,1.42,1,40
Brooklyn,Cypress Hills,40.6765,-73.9063,Entire home/apt,150,3,9,2019-05-26,1.27,2,179
Queens,Rego Park,40.72637,-73.86829,Private room,60,3,1,2019-01-01,0.16,1,89
Manhattan,Upper East Side,40.76831,-73.95929,Entire home/apt,200,5,2,2019-05-26,0.68,1,71
Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94985,Entire home/apt,100,3,10,2019-06-21,1.32,1,25
Brooklyn,Downtown Brooklyn,40.69115,-73.98466,Entire home/apt,99,3,1,2019-04-28,0.41,1,31
Queens,Springfield Gardens,40.66635,-73.76622,Entire home/apt,300,1,5,2019-05-26,0.66,1,154
Manhattan,Washington Heights,40.83856,-73.94186,Private room,109,1,2,2018-12-15,0.29,1,270
Staten Island,Dongan Hills,40.58415,-74.10503,Entire home/apt,70,3,14,2019-07-06,1.81,1,51
Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,2019-07-03,0.99,2,27
Brooklyn,Park Slope,40.67989,-73.97922,Private room,120,2,12,2019-03-06,1.57,1,89
Brooklyn,Flatbush,40.64544,-73.95731,Private room,95,2,3,2019-05-19,0.4,2,180
Manhattan,Lower East Side,40.71022,-73.99163,Entire home/apt,195,3,14,2019-06-10,1.93,1,158
Queens,Woodside,40.74217,-73.90218,Entire home/apt,136,2,17,2019-07-06,2.25,1,348
Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,2019-06-30,2.18,1,78
Brooklyn,Crown Heights,40.67775,-73.94913,Entire home/apt,99,4,5,2019-06-10,0.77,1,23
Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,2019-03-03,0.29,3,78
Queens,Woodside,40.75542,-73.90716,Entire home/apt,125,3,14,2019-06-13,2.05,1,42
Queens,Ridgewood,40.69845,-73.90838,Private room,150,1,14,2019-06-30,1.89,1,89
Brooklyn,Bedford-Stuyvesant,40.68515,-73.94743,Entire home/apt,151,1,1,2018-11-28,0.13,1,179
Brooklyn,Crown Heights,40.6773,-73.94465,Private room,99,2,1,2019-05-21,0.6,3,84
Brooklyn,Bushwick,40.69726,-73.91587,Private room,50,2,19,2019-06-07,2.52,1,5
Brooklyn,Williamsburg,40.71318,-73.95876,Entire home/apt,149,2,20,2019-06-23,2.8,1,263
Manhattan,Lower East Side,40.71436,-73.98856,Private room,80,1,6,2019-06-19,0.77,2,151
Manhattan,West Village,40.72975,-74.0042,Entire home/apt,170,2,9,2019-06-22,1.37,1,19
Manhattan,East Village,40.72815,-73.98455,Entire home/apt,120,1,5,2019-06-30,0.65,1,191
Queens,Astoria,40.77298,-73.92461,Entire home/apt,70,1,1,2019-01-01,0.16,2,2
Manhattan,Financial District,40.70701,-74.0151,Entire home/apt,114,1,6,2019-07-02,0.79,1,11
Brooklyn,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,118,2,6,2019-02-18,0.89,1,67
Bronx,Allerton,40.86975,-73.84669,Entire home/apt,75,1,7,2019-01-20,0.93,1,1
Brooklyn,Brownsville,40.65239,-73.91029,Entire home/apt,130,2,20,2019-06-29,2.63,1,139
Bronx,Fieldston,40.89466,-73.89735,Shared room,50,1,8,2019-07-06,1.26,2,241
Manhattan,Nolita,40.72154,-73.99727,Entire home/apt,300,4,3,2019-05-28,0.48,1,97
Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,2019-07-04,1.06,3,67
Manhattan,Chelsea,40.74079,-74.00383,Entire home/apt,250,3,4,2019-06-28,0.63,1,49
Brooklyn,Fort Greene,40.688,-73.97185,Entire home/apt,80,3,2,2019-05-12,0.32,1,107
Manhattan,Financial District,40.70636,-74.0096,Entire home/apt,240,7,14,2019-06-07,1.98,2,305
Queens,Douglaston,40.75466,-73.72924,Entire home/apt,178,5,14,2019-06-17,1.94,1,143
Manhattan,Hell's Kitchen,40.76481,-73.9922,Entire home/apt,269,4,6,2019-06-12,0.92,1,43
Bronx,Claremont Village,40.83499,-73.91003,Private room,75,3,19,2019-06-03,2.59,1,109
Manhattan,Washington Heights,40.83815,-73.94385,Private room,40,3,23,2019-07-01,3.0,1,129
Manhattan,Hell's Kitchen,40.76802,-73.9906,Private room,130,2,5,2019-06-23,0.71,1,78
Queens,Astoria,40.75978,-73.91748,Private room,80,7,1,2018-12-17,0.15,1,8
Manhattan,Chelsea,40.74337,-73.99423,Private room,85,3,15,2019-03-17,2.13,3,1
Manhattan,Flatiron District,40.7443,-73.99056,Entire home/apt,225,5,4,2019-06-04,0.54,2,1
Manhattan,Harlem,40.82293,-73.93958,Private room,70,4,8,2019-06-03,1.26,2,102
Brooklyn,Sunset Park,40.64564,-74.01867,Private room,75,1,1,2018-12-28,0.15,1,365
Brooklyn,Williamsburg,40.71361,-73.95703,Entire home/apt,195,2,5,2019-06-30,1.61,1,7
Brooklyn,Bushwick,40.69499,-73.90994,Private room,40,5,1,2018-11-27,0.13,1,250
Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,150,3,15,2019-06-10,2.13,1,77
Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,2019-07-03,0.61,1,1
Brooklyn,Flatbush,40.64308,-73.96508,Private room,150,3,2,2019-06-19,0.27,2,364
Manhattan,Two Bridges,40.71261,-73.99475,Private room,62,1,7,2019-01-02,0.93,1,58
Brooklyn,Fort Greene,40.68412,-73.96951,Private room,60,7,3,2019-01-06,0.42,1,250
Brooklyn,Clinton Hill,40.68658,-73.96752,Private room,241,1,2,2019-03-24,0.47,1,139
Brooklyn,Flatbush,40.6478,-73.96091,Entire home/apt,125,2,3,2019-06-16,0.4,1,1
Bronx,Port Morris,40.80747,-73.92766,Private room,145,1,7,2019-06-23,1.12,1,360
Manhattan,Chinatown,40.71629,-73.98975,Private room,275,2,6,2019-06-09,2.28,1,85
Manhattan,Washington Heights,40.84216,-73.94227,Private room,50,1,4,2019-06-07,1.02,3,71
Manhattan,Washington Heights,40.84241,-73.94264,Private room,50,1,3,2019-04-29,0.39,3,180
Brooklyn,East Flatbush,40.66093,-73.93893,Private room,69,1,18,2019-06-30,2.48,1,175
Manhattan,Washington Heights,40.85042,-73.93649,Entire home/apt,120,5,1,2019-01-05,0.16,1,231
Manhattan,Harlem,40.82894,-73.94568,Private room,46,1,1,2018-11-21,0.13,1,179
Manhattan,East Harlem,40.78572,-73.94468,Private room,100,1,13,2019-05-24,1.78,1,270
Manhattan,Upper East Side,40.76044,-73.96097,Entire home/apt,189,2,3,2019-07-01,2.43,1,29
Queens,Astoria,40.76171,-73.91725,Private room,300,3,2,2019-05-12,0.32,1,54
Manhattan,Lower East Side,40.71501,-73.98478,Private room,95,2,5,2019-06-18,0.71,1,165
Manhattan,Lower East Side,40.71284,-73.98861,Private room,75,5,14,2019-06-28,2.09,2,217
Brooklyn,Flatbush,40.64489,-73.96363,Private room,65,3,15,2019-06-24,2.05,2,208
Brooklyn,Fort Greene,40.68665,-73.97183,Private room,112,5,2,2019-04-15,0.37,1,12
Manhattan,East Village,40.72828,-73.98823,Entire home/apt,125,2,1,2019-05-30,0.75,2,365
Manhattan,East Village,40.73031,-73.98666,Entire home/apt,139,2,2,2019-05-06,0.32,2,365
Manhattan,Upper West Side,40.79757,-73.96065,Entire home/apt,135,2,2,2019-06-03,0.32,1,1
Brooklyn,Bedford-Stuyvesant,40.68589,-73.94236,Entire home/apt,175,5,1,2019-01-01,0.16,1,84
Brooklyn,Williamsburg,40.70316,-73.94914,Private room,110,1,13,2019-05-26,1.85,1,6
Manhattan,Little Italy,40.71781,-73.99783,Private room,130,3,17,2019-06-23,2.34,1,84
Queens,Jackson Heights,40.74848,-73.89149,Shared room,35,2,1,2018-12-30,0.16,3,310
Manhattan,Chelsea,40.74453,-73.99196,Private room,150,1,4,2019-07-06,0.55,1,1
Brooklyn,South Slope,40.66181,-73.98218,Entire home/apt,130,4,2,2019-05-26,0.28,1,179
Brooklyn,Bushwick,40.70887,-73.92154,Entire home/apt,200,3,1,2019-01-01,0.16,1,5
Brooklyn,Bay Ridge,40.63921,-74.02474,Entire home/apt,90,3,19,2019-06-24,2.75,1,52
Queens,Rego Park,40.72664,-73.85884,Entire home/apt,250,2,1,2019-01-21,0.18,1,365
Staten Island,St. George,40.64682,-74.08575,Entire home/apt,86,5,1,2019-01-03,0.16,1,43
Manhattan,East Village,40.72573,-73.98841,Entire home/apt,100,2,11,2019-06-29,1.47,1,102
Brooklyn,Bushwick,40.69498,-73.90698,Entire home/apt,179,1,5,2019-01-14,0.7,1,365
Brooklyn,Williamsburg,40.71853,-73.96415,Entire home/apt,220,2,6,2019-06-27,0.84,1,16
Queens,Astoria,40.76635,-73.9205,Private room,89,3,2,2019-04-16,0.71,2,208
Brooklyn,Gravesend,40.60626,-73.9754,Private room,40,1,1,2018-12-02,0.14,1,335
Manhattan,Financial District,40.70542,-74.00678,Private room,105,2,3,2019-06-30,0.47,1,8
Manhattan,Hell's Kitchen,40.76826,-73.98719,Entire home/apt,175,7,2,2019-05-13,0.79,1,188
Manhattan,Midtown,40.74749,-73.9869,Entire home/apt,182,3,16,2019-07-01,2.31,1,301
Manhattan,Midtown,40.74741,-73.98732,Entire home/apt,227,3,16,2019-06-30,2.44,1,321
Manhattan,East Village,40.72853,-73.98762,Private room,115,2,6,2019-04-09,0.87,1,23
Bronx,Allerton,40.86757,-73.8649,Private room,60,2,1,2019-01-01,0.16,1,363
Manhattan,Midtown,40.74779,-73.98859,Entire home/apt,135,4,9,2019-06-21,1.46,1,314
Bronx,City Island,40.85056,-73.78829,Private room,65,3,2,2018-12-09,0.27,1,89
Manhattan,East Harlem,40.78535,-73.94268,Private room,99,2,12,2019-06-12,1.64,1,176
Manhattan,Midtown,40.75339,-73.96765,Entire home/apt,250,1,1,2018-11-24,0.13,1,64
Manhattan,Upper East Side,40.77112,-73.95652,Shared room,49,2,17,2019-06-03,2.31,1,39
Manhattan,Harlem,40.82669,-73.93832,Private room,44,1,15,2019-06-20,2.38,1,45
Manhattan,Midtown,40.75421,-73.96834,Entire home/apt,246,3,1,2019-01-02,0.16,1,365
Manhattan,Harlem,40.83001,-73.94925,Private room,69,3,11,2019-06-25,1.45,2,167
Brooklyn,Bushwick,40.69344,-73.92245,Entire home/apt,175,5,20,2019-07-02,2.84,1,12
Brooklyn,East Flatbush,40.65236,-73.94965,Private room,38,2,9,2019-07-01,1.58,3,357
Brooklyn,Bushwick,40.69347,-73.92448,Entire home/apt,99,2,12,2019-06-15,1.71,2,46
Manhattan,Midtown,40.75248,-73.97017,Entire home/apt,200,4,8,2019-05-25,1.1,1,363
Manhattan,Hell's Kitchen,40.75844,-73.98965,Private room,200,2,13,2019-06-06,1.82,3,224
Manhattan,Upper East Side,40.76732,-73.95179,Entire home/apt,150,1,4,2019-06-05,0.59,1,49
Manhattan,Harlem,40.82582,-73.94276,Private room,82,1,6,2019-06-23,1.94,1,180
Brooklyn,Kensington,40.64249,-73.97559,Private room,56,3,1,2018-12-24,0.15,1,47
Brooklyn,Downtown Brooklyn,40.69051,-73.98398,Private room,249,1,20,2019-06-26,2.82,1,39
Queens,Jackson Heights,40.75149,-73.87872,Private room,100,2,16,2019-07-07,2.55,1,134
Manhattan,Flatiron District,40.73949,-73.98552,Entire home/apt,210,2,6,2019-07-07,1.58,1,9
Queens,Howard Beach,40.66146,-73.85638,Entire home/apt,207,1,13,2019-06-23,1.84,1,346
Brooklyn,Crown Heights,40.67672,-73.95839,Private room,80,2,11,2019-07-02,2.5,1,28
Brooklyn,Bedford-Stuyvesant,40.68245,-73.95223,Private room,89,1,3,2019-04-21,0.45,1,48
Manhattan,Greenwich Village,40.72866,-74.0013,Entire home/apt,258,2,4,2019-05-28,0.61,1,10
Manhattan,Lower East Side,40.72129,-73.99271,Entire home/apt,250,5,1,2019-04-25,0.4,1,87
Manhattan,Inwood,40.86171,-73.92945,Private room,65,4,1,2019-01-01,0.16,1,13
Manhattan,Chelsea,40.74941,-73.99589,Entire home/apt,139,1,20,2019-07-02,2.74,1,355
Manhattan,Inwood,40.86184,-73.92757,Private room,65,5,2,2019-04-28,0.32,2,365
Brooklyn,East Flatbush,40.65265,-73.91233,Entire home/apt,91,2,13,2019-06-30,2.52,1,305
Brooklyn,Carroll Gardens,40.67992,-73.99282,Entire home/apt,100,4,2,2019-04-26,0.31,1,35
Manhattan,Hell's Kitchen,40.76052,-73.99241,Private room,109,2,7,2019-06-02,0.94,1,10
Queens,Ridgewood,40.70247,-73.90474,Private room,45,2,8,2019-06-26,1.08,1,2
Manhattan,Harlem,40.81486,-73.93941,Entire home/apt,70,1,1,2019-06-24,1.0,1,6
Manhattan,West Village,40.73807,-74.00468,Private room,80,4,10,2019-06-30,1.43,1,26
Manhattan,Harlem,40.81051,-73.94014,Private room,100,1,8,2019-06-03,1.26,3,253
Manhattan,SoHo,40.72607,-74.00166,Entire home/apt,299,4,2,2019-05-18,0.32,1,156
Manhattan,East Village,40.72861,-73.97734,Entire home/apt,160,1,4,2019-06-04,0.55,1,41
Brooklyn,Clinton Hill,40.69319,-73.96093,Private room,41,1,1,2019-05-05,0.45,2,52
Brooklyn,Williamsburg,40.70916,-73.96252,Private room,70,4,13,2019-06-21,1.85,2,280
Manhattan,Upper West Side,40.79855,-73.9717,Entire home/apt,75,1,16,2019-05-04,2.13,1,5
Manhattan,East Village,40.73237,-73.98495,Entire home/apt,225,7,1,2019-01-01,0.16,1,153
Manhattan,Chinatown,40.717,-73.99717,Private room,100,3,1,2018-11-26,0.13,1,88
Brooklyn,Williamsburg,40.7198,-73.95813,Entire home/apt,300,3,7,2019-05-20,1.11,1,168
Manhattan,Tribeca,40.71478,-74.01161,Entire home/apt,280,3,4,2019-05-25,0.55,1,328
Manhattan,East Village,40.72445,-73.98922,Private room,195,1,12,2019-06-30,1.61,1,85
Manhattan,Upper West Side,40.80177,-73.9693,Entire home/apt,225,3,15,2019-06-22,2.39,1,25
Brooklyn,Bedford-Stuyvesant,40.68677,-73.95522,Entire home/apt,125,1,9,2019-06-15,1.36,1,192
Manhattan,Harlem,40.81403,-73.94957,Entire home/apt,200,1,7,2019-05-20,0.99,1,158
Manhattan,Hell's Kitchen,40.75907,-73.99558,Entire home/apt,265,1,18,2019-06-30,2.55,1,46
Manhattan,Washington Heights,40.84556,-73.94025,Entire home/apt,150,6,1,2019-01-03,0.16,1,258
Queens,Ditmars Steinway,40.77556,-73.90866,Private room,60,3,6,2019-06-18,0.84,1,43
Brooklyn,Williamsburg,40.71679,-73.95644,Private room,150,1,4,2019-06-30,1.18,1,89
Brooklyn,Midwood,40.6188,-73.95417,Private room,54,2,3,2019-06-01,0.48,1,64
Queens,Astoria,40.76194,-73.91255,Private room,89,2,15,2019-03-08,2.07,3,13
Manhattan,Upper East Side,40.76935,-73.9534,Entire home/apt,275,4,5,2019-06-26,0.7,1,77
Manhattan,Hell's Kitchen,40.76168,-73.98969,Entire home/apt,180,3,20,2019-06-25,2.87,1,79
Brooklyn,Bushwick,40.69684,-73.92241,Entire home/apt,100,2,1,2019-01-01,0.16,2,5
Manhattan,East Harlem,40.79949,-73.93531,Entire home/apt,149,7,1,2018-12-30,0.16,1,3
Manhattan,Harlem,40.80453,-73.95015,Entire home/apt,115,3,18,2019-07-05,2.6,2,255
